Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
56342480,The Book of Not,Tsitsi Dangarembga,"Dangarembga, Tsitsi",,,,3,3.64,Faber & Faber,Kindle Edition,313,2021,2006,10/09/2021,28/08/2021,fiction,fiction (#192),read,"I didn't particularly enjoy this second instalment in the Nervous Conditions trilogy. From the very first chapter I found it confusing and jumbled, especially with respect to the war. The writing style is stuffier and more old-fashioned than in the first book (I also thought there was something quite Brontean about the writing and the story). Some things just didn't gel for me, for instance how Tambu studied so hard but achieved such poor grades, and the final part about her job as a copywriter, which felt tacked on. I won't be reading the third book.",,,1,0,,,,,,,
830280,Southern African Wildlife: A Visitor's Guide,Mike Unwin,"Unwin, Mike",,1841620602,9.78E+12,4,4.2,Bradt Pubns,Paperback,256,2003,2003,28/08/2021,17/08/2021,non-fiction,non-fiction (#131),read,"Excellent guide, extremely well written and interesting.",,,1,0,,,,,,,
27134278,How Long Will South Africa Survive?: The Looming Crisis,R.W. Johnson,"Johnson, R.W.",,1849045593,9.78E+12,2,4.04,Hurst,Hardcover,288,2015,2015,27/08/2021,31/07/2021,non-fiction,non-fiction (#130),read,"OMG what a slog! I read this because it's cited in Gail Nattrass' A Short History of South Africa (2019). It was originally published in 1977 under the same title, so this is a major update. Johnson's major contention is that ""South Africa can either choose to have an ANC government or a modern industrial economy"", but not both. It's essentially a catalogue of fatal errors by the ANC party (corruption, mismanagement, etc) since Mandela up until 2015. It also gives insight into Zuma's presidency, exploring how his Zulu heritage effectively created a system of 'chiefly patronage' rather than a typical Western-style democracy. Of course, since the book's publication Zuma has been ousted (with over 300 deaths in the eventual fallout), running contemporaneously with Covid. No regime change just yet, but I think this will just strengthen Johnson's case that 'things have to go to get worse before they get better'. I haven't lived in SA since 2001 so of course this was going to be challenging, but Johnson makes it even harder with his writing, liberally peppering his dry lists of facts with names and references. Not a fun read, but I did learn some things (from the bits I didn't skip, anyway).",,,1,0,,,,,,,
36690518,Utopia For Realists,Bregman  Rutger,"Rutger, Bregman",,1408893215,9.78E+12,3,4.22,BLOOMSBURY,Paperback,316,2018,2014,26/08/2021,21/08/2021,non-fiction,non-fiction (#129),read,"I think I'm being generous in giving this 3 stars (only for its easy-to-read style and pockets of interestingness). Bregman champions three 'utopian' policies: universal basic income, a 15-hour workweek, and migration. These are massive topics and are only really skimmed over (UBI got the most attention, migration hardly any). The book just felt disorganised and rambly to me and I think it lacked a schema or lens to bring these things together. ",,,1,0,,,,,,,
1357693,About Grace,Anthony Doerr,"Doerr, Anthony",,000714699X,9.78E+12,4,3.45,HarperPerennial,Paperback,402,2005,2004,21/08/2021,08/08/2021,fiction,fiction (#191),read,"I enjoyed this slightly less than All the Light We Cannot See, but it was still masterfully written - very evocative and vivid. You could say this novel is about time, memory, and finding joy in the small details. Or you could say it's about a weird hydrologist who abandons his family after dreaming of his baby daughter's death in a flood. Rather than stay and see his nightmare fulfilled, he flees the country and ends up in the West Indies where he ruminates for 25 years. Eventually he makes his way back to the states where he seeks out his adult daughter. The story and its protagonist were odd to say the least, but Doerr has a great way of tying things together and creating vivid imagery. ",,,1,0,,,,,,,
55745867,Nervous Conditions,Tsitsi Dangarembga,"Dangarembga, Tsitsi",,,,4,4.04,Faber & Faber,Kindle Edition,212,2020,1988,06/08/2021,01/08/2021,fiction,fiction (#190),read,"I really enjoyed this. Set in 1960s Zimbabwe, Tambu gets a life-changing opportunity to receive an education paid for by her uncle Babamukuru, arch-patriarch of the family. The story is told retrospectively and reads as a bildungsroman, but its themes include social mobility, culture clashes, and gender roles. ",,,1,0,,,,,,,
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,802714625,9.78E+12,4,3.98,Walker Books,Hardcover,184,2005,1995,31/07/2021,27/07/2021,"non-fiction, history","non-fiction (#128), history (#22)",read,,,,1,0,,,,,,,
23364847,Daily Rituals: How Artists Work,Mason Currey,"Currey, Mason",,,9.78E+12,3,3.65,Picador,Paperback,280,2013,2013,25/07/2021,17/07/2021,non-fiction,non-fiction (#127),read,"I was going to accuse this book of being too thinly spread and not offering enough depth of insight. But then it's my own fault for not reading the book's synopsis properly: it covers the daily rituals of over 160 people in only 236 pages. These are vignettes into the working habits of famous writers, artists, and intellectuals, sometimes only half a page long. I think what would be more interesting would be a book that tries to synthesise commonalities in these routines and gives more in-depth case studies of interesting or outlying individuals. ",,,1,0,,,,,,,
821893,Long Walk to Freedom,Nelson Mandela,"Mandela, Nelson",,349106533,9.78E+12,5,4.35,Time Warner Books Uk,Paperback,751,1995,1994,22/07/2021,12/06/2021,"non-fiction, south-africa","non-fiction (#126), south-africa (#1)",read,"What a life, what a story, what a struggle...",,,1,0,,,,,,,
1425589,The Good Terrorist,Doris Lessing,"Lessing, Doris",,586068805,9.78E+12,4,3.68,Grafton Books,Mass Market Paperback,370,1986,1985,17/07/2021,05/07/2021,fiction,fiction (#189),read,"I'd say that The Good Terrorist is a novel about identity conflict and the banality of revolution. It follows a group of squatters in 1980s London and focuses primarily on Alice Mellings, who comes from a privileged social background. Although she decries capitalism, Alice is also house proud and survives by stealing. She finds herself in the role of a responsible adult or housewife, cooking and cleaning for the others while they pursue their revolutionary activities. The 'comrades' of the squat are torn between allegiance to the IRA and Russia. I didn't really know where the novel was going, and it felt a little stodgy at times with the level of detail and minutiae of house-squat bureaucracy. However, the characterisation was excellent and by the end I almost felt like a member of the squat myself. ",,,1,0,,,,,,,
13104064,Post Office,Charles Bukowski,"Bukowski, Charles",,,,2,3.94,,,162,1971,1971,03/07/2021,28/06/2021,fiction,fiction (#188),read,What was the point of this???,,,1,0,,,,,,,
43264734,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,"Jewell, Lisa",,,,4,3.97,Cornerstone Digital,Kindle Edition,442,2019,2019,28/06/2021,19/06/2021,fiction,fiction (#187),read,,,,1,0,,,,,,,
35248417,Everybody Lies: What the Internet Can Tell Us About Who We Really Are,Seth Stephens-Davidowitz,"Stephens-Davidowitz, Seth",,1408894696,,2,3.91,Bloomsbury Publishing,Kindle Edition,353,2017,2017,18/06/2021,10/06/2021,non-fiction,non-fiction (#125),read,"I don't particularly rate this book. It read like an overly long blogpost, with jaunty, clickbaity language to match. In fact, I think some of the studies in this book would have been better written up as blog articles, making use of multimedia to tell the story. Stephens-Davidowitz does spend a little bit of time discussing some of the issues with Big Data (e.g. the curse of dimensionality), but this cursory and comes too late in the book after he's tried to wow the reader with his attempt at Freakonomics. ",,,1,0,,,,,,,
15923793,The Grass is Singing,Doris Lessing,"Lessing, Doris",,7498802,9.78E+12,4,3.83,HarperCollins,Paperback,208,2013,1950,09/06/2021,04/06/2021,fiction,fiction (#186),read,"I wouldn't know where to start with a review for this one. I thought it was masterful and with excellent characterisation. Obviously it's a critique of apartheid and white colonialism, and for me it was a book about hatred and revenge. Mary hates society for pressuring her to marry and abandon her independent lifestyle; she's spitefully indifferent to her unambitious and flighty farmer husband Dick; she loathes her uneventful life on the farm, and she has disdain and even disgust for the 'natives'. I think she suffers cognitive dissonance when she comes to realise that the native houseboy, Moses, actually shows compassion (in caring for Dick when he falls ill) and even showing concern for Mary's own wellbeing. But he can't forget how she treated him in the past, and takes an opportunity to seek revenge. Not necessarily an easy read, but very well crafted and a lot to think about.",,,1,0,,,,,,,
49463467,"Semicolon: How a misunderstood punctuation mark can improve your writing, enrich your reading and even change your life",Cecelia Watson,"Watson, Cecelia",,8291586,,4,3.67,Fourth Estate,Kindle Edition,201,2019,2019,06/06/2021,03/06/2021,non-fiction,non-fiction (#124),read,"This book is a bit of a hodgepodge; it feels like an essay that's been plumped up to justify a book, but I still enjoyed it (the writing is excellent too). The title sounds ridiculously niche, but the book really just uses the semicolon to discuss issues around linguistic prescriptivism. Chapter 7 is where Watson hits her stride, giving examples of semicolon use from different authors. I learnt that, among other things, semicolons can be used to amplify parallel structure ('like a stone skipping across water'), and to signify pauses for reflection or uncertainty. If writers like Irvine Welsh can use semicolons effectively, they can't be *that* pretentious.<br/><br/>Watson also makes the point that grammar rules are just a stick to beat people with; that criticising someone's grammar or punctuation is really an ad hominem attack, detracting attention from substance and argument. I like her suggestion in the conclusion that instead of loving linguistic rules, what grammar nazis really value is tradition and orderliness, which I can relate to somewhat. ",,,1,0,,,,,,,
11368117,Mystic River,Dennis Lehane,"Lehane, Dennis",,748124799,,2,4.17,Abacus,Kindle Edition,420,2010,2001,03/06/2021,23/05/2021,fiction,fiction (#185),read,"After seeing so many glowing reviews for this book I find myself questioning whether I actually read the same thing... This was a typical detective drama with all the usual tropes and clichés. What grated on me was the casual, chatty tone of the writing throughout the book, and the huge number of American references that just passed me by.",,,1,0,,,,,,,
18858310,Flow: The Classic Work On How To Achieve Happiness: The Psychology of Happiness,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,,,2,4.11,Ebury Digital,Kindle Edition,322,2013,1990,02/06/2021,16/05/2021,"non-fiction, psychology","psychology (#32), non-fiction (#123)",read,"This isn't usually the kind of thing I read, but flow is a very zeitgeisty term so I thought I'd give it a go. Csikszentmihalyi states at the outset that he hasn't included references to studies in the main text in order to keep things simpler, but I would have preferred this to his philosophical, digressive writing style. <br/><br/>Flow is essentially when you're so absorbed in something that you lose track of time. It also has other qualifiers like it has to be intrinsically motivated and challenging to some extent. But the scope of 'flow' seems to be too wide-ranging to me (from surgery to drinking a glass of water) and for some reason he singles out TV as a non-example. I guess the main idea is the pursuit of your own goals leads to happiness, however defined. <br/><br/>Some of the ideas were interesting, though from reading around the subject it sounds like they're not really novel. What IS novel is the experience sampling method he developed, but that is hardly discussed; instead, the focus is on anecdata. ",,,1,0,,,,,,,
50733214,Blood & Sugar,Laura Shepherd-Robinson,"Shepherd-Robinson, Laura",,1509880798,9.78E+12,3,3.93,Pan,Paperback,464,2020,2019,16/05/2021,05/05/2021,fiction,fiction (#184),read,"This is a work of historical fiction set in late 18th century London. It's based on the Zong massacre of 1781 in which 130 slaves were murdered aboard a British slave ship (or rather 'destroyed', as they were considered property rather than people - a key theme of this book); here, the ship is called The Dark Angel' instead. When his abolitionist friend Tad is murdered in Deptford, war hero Harry Corsham becomes embroiled in a complex web of treachery in order to discover the identity of Tad's killer and pick up his investigation into the Dark Angel. I found the book interesting for its historical setting, and the writing is very good. However, that 'complex web' was a little too complex for me at times and given the book's length, I often struggled to remember who was who. It's really the kind of book that needs to be read in two or three sittings. But even then, I didn't find the ending very satisfying and I still didn't understand what motivated characters to do certain things. ",,,1,0,,,,,,,
11974014,Elephants on Acid: And Other Bizarre Experiments,Alex Boese,"Boese, Alex",,,,4,3.76,,Kindle Edition,304,2007,2007,15/05/2021,07/05/2021,non-fiction,non-fiction (#122),read,"This was a fun read, and must have been great to research. Includes some classic A-level Psychology studies like Milgram and Zimbardo, among a panoply of bizarre and lesser-known research.",,,1,0,,,,,,,
30372517,The Ashes of London (James Marwood & Cat Lovett #1),Andrew  Taylor,"Taylor, Andrew",,8119090,9.78E+12,2,3.75,HarperCollins Publishers,Paperback,482,2017,2016,04/05/2021,29/04/2021,fiction,fiction (#183),read,"Urgh. I read this because I picked up the 3rd instalment in Waterstones and thought I'd start at the beginning of the trilogy. I certainly won't be reading books 2 and 3... Sometimes books are long but they pay off in the end. Not so here. The climax (if it can be called that) comes after 400+ pages and was so thoroughly underwhelming that I thought I'd missed something. I didn't care for the writing or the characterisation. The only thing going for this book in my opinion is its setting, but even that aspect fizzled out fairly early on.",,,1,0,,,,,,,
22874707,Adventures in the Anthropocene: A Journey to the Heart of the Planet we Made,Gaia Vince,"Vince, Gaia",,,,3,4.06,Vintage Digital,Kindle Edition,479,2014,2014,03/05/2021,19/04/2021,non-fiction,non-fiction (#121),read,"This is probably a 4- or 5-star book (it did win the Royal Society Winton prize), but my rating reflects how much I enjoyed it. As other reviews point out, Adventures in the Anthropocene is essentially a travelogue cobbled out of Gaia Vince's globetrotting experiences. Across ten chapters (e.g. 'Atmosphere', 'Farmlands', 'Oceans, 'Forests', 'Rocks'), it discusses case studies from around the world (but typically in developing countries) of the consequences of human interference with the planet. At times it was a bit of a slog, but there were pockets of interesting things and I learnt about some cool technologies.",,,1,0,,,,,,,
6226,Gunnar's Daughter,Sigrid Undset,"Undset, Sigrid","Sherrill Harbison, Arthur G. Chater",,,5,4.18,Penguin Classics,Paperback,161,1998,1909,23/04/2021,18/04/2021,fiction,fiction (#182),read,"I really enjoyed this. Written in the style of a medieval Icelandic saga, it explores themes that were as relevant then as they are today.",,,1,0,,,,,,,
17999086,Perfect,Rachel Joyce,"Joyce, Rachel",,552778109,9.78E+12,2,3.57,Black Swan,Paperback,448,2014,2013,16/04/2021,09/04/2021,fiction,fiction (#181),read,"My review has spoilers, but they really don't spoil much. This is a story about a child whose parents both commit suicide, and subsequently develops OCD. It's written at two time points (was it supposed to be shocking that Jim was actually Byron all along? I had guessed that pretty early on). Despite its themes of guilt, anxiety, and suicide, I didn't really feel for any of the characters, and the whole friendship between Diana and Beverley just left me bemused - it just seemed like a distraction. ",,,1,0,,,,,,,
25433273,Empire Falls,Richard Russo,"Russo, Richard",,,,3,3.91,Vintage,Paperback,483,2001,2001,09/04/2021,29/03/2021,fiction,fiction (#181),read,"I was enjoying this until about two thirds of the way through after which point I started to get bored. It's about a small, declining town in Maine and its various characters. The characterisation and writing are both very good, but the writing did feel somewhat dense. The school shooting incident and Miles' little rampage near the end were quite out of the blue, and overall I didn't finish the book entirely satisfied. Also, entire chapters in italic font are not a good idea!!",TRUE,,1,,,0,,,,,
25501890,The Go-between,L.P. Hartley,"Hartley, L.P.",Douglas Brooks-Davies,,,4,3.97,Penguin,Kindle Edition,331,2015,1953,28/03/2021,21/03/2021,fiction,fiction (#180),read,"I quite enjoyed this. Leo Colston reflects back on a summer spent at his upper class schoolmate's estate half a century earlier in 1900. The book is full of symbolism and is a sort of bildungsroman, dealing social class divisions and Leo's (mis)understanding of adult relationships and intentions. Blinded by his boyhood crush on his friend's older sister Marian and respect/fear for the working class farmer Ted Burgess, Leo is roped into becoming a go-between, carrying messages between the two as they carry out their affair. ",,,1,,,0,,,,,
39596373,All That Remains: A Life in Death,Sue Black,"Black, Sue",,,,3,4.2,Transworld Digital,Kindle Edition,334,2018,2018,24/03/2021,14/03/2021,non-fiction,non-fiction (#120),read,"A memoir of Sue Black's career as a forensic anatomist / anthropologist and academic. I found it well written, and Black writes with great compassion and sensitivity, but it didn't really hold my interest (despite the macabre subject). I much preferred Unnatural Causes by Richard Shepherd.",,,1,,,0,,,,,
29453740,The Book Thief,Markus Zusak,"Zusak, Markus",Trudy White,,,3,4.38,Transworld Digital,Kindle Edition,560,2016,2005,18/03/2021,10/03/2021,fiction,fiction (#179),read,"I think this was a 'I-don't-get-the-hype' kind of book for me. Yes, the story is a bit different because it's narrated by Death instead of a person, but the little side notes and enumerated lists that punctuate the chapters just annoyed me. The language was also strange. It felt like it had been badly translated, but the author is actually an anglophone! There were some interesting parts, but towards the end I was quite impatient to get it finished. It some respects it invites comparison with Anthony Doerr's All the Light We Cannot See, which is a MUCH better book. Maybe I was subconsciously comparing it to that.",,,1,,,0,,,,,
17349,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,"Sagan, Carl",Ann Druyan,345409469,9.78E+12,3,4.27,Ballantine Books,Paperback,459,1997,1996,10/03/2021,13/02/2021,non-fiction,non-fiction (#116),read,"Hmph, a bit disappointed with this given its raving reviews. Sagan writes well, but in this book he sometimes writes too much and seems to ramble a bit. Chapter 12 'The fine art of baloney detection' was the highlight for me. ",,,1,,,0,,,,,
51158488,Transcendent Kingdom,Yaa Gyasi,"Gyasi, Yaa",,,,4,4.18,Penguin,Kindle Edition,288,2021,2020,09/03/2021,05/03/2021,fiction,fiction (#178),read,"This was a good read, but quite a sad one. It reminded me a lot of <i>Americanah</i> by Chimamanda Ngozi Adichie and <i>Everything I Never Told You<i> by Celeste Ng, also very good reads. Transcendent Kingdom has lots of themes running throughout it, including race, immigration, religion, mental health, higher education, and I even learnt something about optogenetics...",,,1,,,0,,,,,
285089,A Town Like Alice,Nevil Shute,"Shute, Nevil",,749304146,9.78E+12,3,4.15,Mandarin,Paperback,351,1997,1950,02/03/2021,24/02/2021,fiction,fiction (#177),read,"I read this because I enjoyed On the Beach. A Town Like Alice has the same methodological, plodding storytelling style. It sets out the interesting continent-spanning life of Jean Paget who uses her inheritance to grow a little dustbowl town in the Australian outback. At times, the story was stymied by too much unnecessary detail, and for me, the choice of a floating narrator was awkward - the story in Australia would be in full swing and suddenly the narrator, based in London, would pop up unexpectedly. Published in 1950, the book is also very much a product of its time, reflected in what from a modern day perspective seems like rather cringeworthy language.  ",,,1,,,0,,,,,
49211485,The Doll Factory,Elizabeth Macneal,"Macneal, Elizabeth",,,9.78E+12,3,3.8,Pan Macmillan,Paperback,384,2020,2019,23/02/2021,19/02/2021,fiction,fiction (#175),read,"Probably 3.5/5. A story set in mid-19th century London around the Pre-Raphaelite Brotherhood artistic movement. Good writing and character development, but quite predictable. Quite similar to The Crimson Petal and the White but much more interesting and less dense.",,,1,,,0,,,,,
11078788,The Chrysalids,John Wyndham,"Wyndham, John",,,,4,3.93,Penguin,Kindle Edition,212,2010,1955,19/02/2021,14/02/2021,fiction,fiction (#176),read,"A thought provoking story of a dystopian world in which genetic mutations run rife and attempt to be stamped out by an isolated fundamentalist religious agricultural society. The protagonist and a small group of his peers have a hidden ""deviation"" in the form of telepathy, though eventually get found out and flee. Sounds silly, but it was actually a good read (apart from the clipped writing style which made it difficult to understand what was happening in some places).",,,1,,,0,,,,,
53403853,How We Learn: The New Science of Education and the Brain,Stanislas Dehaene,"Dehaene, Stanislas",,141989300,9.78E+12,4,4.37,Penguin,Paperback,319,2021,2018,13/02/2021,06/02/2021,"non-fiction, psychology","non-fiction (#119), psychology (#31)",read,"I have mixed feelings about this book. On one hand, it's a very engaging synthesis of the cognitive science of learning, in a general sense. Dehaene dispels the myth of tabula rasa by showing that babies come into the world with pre-wired expectations and learning algorithms (and this is why machine learning has a lot to live up to, and there is a lot of comparison with artificial intelligence). A good example of this is Chomsky's idea of the language acquisition device and how infants engage in shared attention. Dehaene also deals with the nurture side of the debate, discussing brain plasticity, sensitive periods, and his neuronal recycling hypothesis in reading development. All fascinating stuff. <br/><br/>On the other hand, I feel that the book's subtitle ('the new science of education') is misleading; much of the work discussed here isn't strictly 'new', and much of it isn't directly relevant to education. For instance, the final section discussing the 'four pillars of learning', much of the work relates to animal studies or infants, with only a few light pepperings of education research. To some extent this reflects the dearth of scientific education research, something Dehaene acknowledges in the conclusion, but I wonder how some teachers would react to his 13 key take away messages such as 'enrich the environment', 'accept and correct mistakes', and 'set clear learning objectives'. Not exactly revolutionary. (I note how this subtitle has been changed from 'why brains learn better than any machine, for now' in the hardback edition - much more appropriate). <br/><br/>In conclusion, I think this book is best enjoyed with its original subtitle. Don't expect in-depth application of cognitive science to education, and just enjoy the neuroscience!",,,1,,,0,,,,,
838381,Straight Man,Richard Russo,"Russo, Richard",,99376210,9.78E+12,4,4.01,Vintage,Paperback,391,1998,1997,12/02/2021,31/01/2021,fiction,fiction (#174),read,"I liked this, overall. The writing was good and the characters were interesting (though I sometimes got lost as to who was who in the hierarchy of academic staff). I liked it less as it went on, and I think it could have been shorter.",,,1,,,0,,,,,
17802957,A Little History of Literature,John Sutherland,"Sutherland, John",,300186851,9.78E+12,4,3.89,Yale University Press,Hardcover,288,2013,2013,04/02/2021,22/01/2021,non-fiction,non-fiction (#117),read,"This was pretty good. It covers a huge amount of ground so does what it says on the tin. There was lots in here that I already knew, but lots that I didn't as well.",,,1,,,0,,,,,
37674171,How to Change Your Mind: The New Science of Psychedelics,Michael Pollan,"Pollan, Michael",,,,4,4.19,Penguin,Kindle Edition,480,2018,2018,28/01/2021,17/01/2021,"non-fiction, psychology","psychology (#30), non-fiction (#118)",read,"An interesting look at psychedelics. I found the history chapter a little convoluted and confusing with all the different names, but Pollan's own experiences on psychedelics, and the neuroscience chapter were great.",,,1,,,0,,,,,
25663542,Silence,Shusako Endo,"Endo, Shusaku","William Johnston, Martin Scorsese",1250082277,9.78E+12,4,4.09,Picador Modern Classics,Paperback,212,2017,1966,16/01/2021,10/01/2021,fiction,fiction (#172),read,"Bit of a different kind of read, this one. A Portuguese Catholic missionary in 17th century Japan whose faith is challenged when his god is 'silent' and does nothing to alleviate the suffering of the ostracised Christian minority. Quite Kafkaesque in places. I'm sure the ins and outs of the theological themes are lost on me, but it was still a good read.",,,1,,,0,,,,,
48563163,"The Sum of the People: How the Census Has Shaped Nations, from the Ancient World to the Modern Age",Andrew Whitby,"Whitby, Andrew",,,,3,3.86,Basic Books,Kindle Edition,304,2020,2020,16/01/2021,05/01/2021,non-fiction,non-fiction (#115),read,"Well written, and really interesting in parts. Sometimes took a while to make the point, and dragged the reader through a whole lot of other history to do so.",,,1,,,0,,,,,
23398763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,143127551,9.78E+12,4,3.86,Penguin Books,Paperback,292,2015,2014,09/01/2021,04/01/2021,fiction,fiction (#173),read,A sad story about the struggle for identity.,,,1,,,0,,,,,
2917755,On The Beach,Nevil Shute,"Shute, Nevil",Neil Shute,749304081,9.78E+12,4,3.95,Mandarin,Paperback,316,1990,1957,03/01/2021,01/01/2021,fiction,fiction (#171),read,"A 1950s take on the psychology of impending death from nuclear fallout. The characters remain amazingly steadfast and disciplined right until their demise, while living in a kind of mass folie à deux that life will continue as normal. No idea why it's called On the Beach - that was pretty misleading!",,,1,,,0,,,,,
36114337,Men Without Women: Stories,Haruki Murakami,"Murakami, Haruki","Philip Gabriel, Ted Goossen",1784705373,9.78E+12,2,3.77,Vintage,Paperback,240,2018,2014,31/12/2020,27/12/2020,fiction,fiction (#170),read,"What a pity to end my reading year with this. I'm imposing a Murakami moratorium from this point on because I've tried and tried, but I just don't get it. This is a collection of short stories - about infidelity for the most part - which at first come across as deep and profound but end up leaving you dazed and confused and unsure of what the whole point was.",,,1,,,0,,,,,
7623095,The Crimson Petal and the White,Michel Faber,"Faber, Michel",,1847678939,9.78E+12,3,3.86,Canongate Books,Paperback,845,2010,2002,26/12/2020,06/12/2020,fiction,fiction (#169),read,"I vacillated between 2 and 3 stars for this one. A good story, but way too long and dense. It also had an abrupt and unsatisfying ending. ",,,1,,,0,,,,,
35605439,"Language at the Speed of Sight: How We Read, Why So Many Can't, and What Can Be Done About It",Mark Seidenberg,"Seidenberg, Mark",,1541617150,9.78E+12,3,3.93,Basic Books,Paperback,384,2018,2017,14/12/2020,21/11/2020,"non-fiction, psychology",,read,"I guess it's tricky reading about a topic you're already somewhat knowledgeable about. That aside, the book tries to cover a bit too much ground, and it was a bit of a slog in places. I often had the impression that Seidenberg was using too many words to say too little, and I actually found his attempts to be funny annoying. The notes at the back are pretty useful though.",,,1,,,0,,,,,
30070018,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,,,4,4.45,Penguin,Kindle Edition,315,2016,2016,24/11/2020,15/11/2020,fiction,fiction (#168),read,,,,1,,,0,,,,,
9362109,The Brontes,Juliet Barker,"Barker, Juliet",,349122423,9.78E+12,5,3.97,Abacus,Paperback,1184,2010,1994,18/11/2020,28/10/2020,non-fiction,"history (#22), non-fiction (#113)",read,"Wow wow wow! Other than having read Wuthering Heights and Jane Eyre, I knew nothing about the history of the Brontes before reading this. Juliet Barker's writing is masterful yet measured, and I love how she examines the evidence for particular claims and beliefs. ",,,1,,,0,,,,,
18996134,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,,,4,4.3,Bloomsbury Publishing,Kindle Edition,337,2009,2003,14/11/2020,05/11/2020,fiction,fiction (#167),read,,,,1,,,0,,,,,
49534036,Anxious People,Fredrik Backman,"Backman, Fredrik",,,,1,4.34,Atria Books,Kindle Edition,336,2020,2019,03/11/2020,19/10/2020,fiction,fiction (#166),read,"For me, the book's desperate attempts to be funny and poignant just fell flat. The setup sounded interesting, delving into the back stories of a group of strangers who find themselves in a 'hostage situation'. But I just found it too silly. ",,,1,,,0,,,,,
43984397,Range: How Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,,,3,4.17,Macmillan,Kindle Edition,352,2019,2019,29/10/2020,23/10/2020,non-fiction,non-fiction (#112),read,"I'm glad I read this. I've always gone through phases of interests and have never been able to settle on just one area I'd like to specialise in. The central idea of this book is that sampling widely is a good thing, and can have a competitive advantage over hyperspecialisation. The book is well written but for me it fell down due to its overly-detailed tangents and reliance on anecdotes. ",,,1,,,0,,,,,
27985224,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,,,1,4.2,Piatkus,Kindle Edition,305,2016,2016,18/10/2020,13/10/2020,non-fiction,non-fiction (#111),read,"Self-help books are not representative of my typical reading diet, and I'm glad. This book is an academic's perspective about how somewhat nebulously defined ""knowledge workers"" can better engage in equally vague ""deep work"". Of course Newport needs to establish his credentials before doling out advice, but he doesn't need to bang on about how amazing he is all the time. I hated the tone of this book, but that's probably symptomatic of the self-help genre in general. Among the rules and tips given for doing deep work are ""quit social media"", ""become hard to reach"" and to set up an email responder telling people how important you are and how sacrosanct your time is and basically not to expect a reply. I would hate to have colleagues like that! I don't understand the hype about this book.",,,1,,,0,,,,,
34828467,Doughnut Economics: Seven Ways to Think Like a 21st-Century Economist,Kate Raworth,"Raworth, Kate",,,,3,4.22,Cornerstone Digital,Kindle Edition,384,2017,2017,13/10/2020,04/10/2020,non-fiction,non-fiction (#110),read,"Ugh, so glad I finally finished this. It started out really well but by chapter 4 I was starting to skip sections. There are some interesting ideas in it though. I think this is the last economics book I'll read - I know how important economics is but I've tried and failed multiple times to understand it and be interested by it. ",,,1,,,0,,,,,
41087256,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,1784707422,9.78E+12,4,3.67,Vintage,Paperback,289,2019,2018,12/10/2020,09/10/2020,fiction,fiction (#165),read,"A story about a psychotropic drug-fuelled hibernation from depression doesn't necessarily sound appealing, but I enjoyed this. It's dark, misanthropic, narcissistic, insalubrious, irreverent, and funny in some places. ",,,1,,,0,,,,,
11234064,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,,,3,4.32,Pan Books,Kindle Edition,1105,2008,1989,04/10/2020,16/09/2020,fiction,fiction (#164),read,"A 40-year medieval saga set in the time of King Stephen, Henry II, and Thomas Becket. I have mixed feelings about Pillars of the Earth - the story is fast-paced and contains a rich web of characters, but reads like a YA novel and is very predictable (also, I think Ken Follett is obsessed with breasts...)",,,1,,,0,,,,,
15853649,The Noonday Demon: An Atlas of Depression,Andrew Solomon,"Solomon, Andrew",,,,4,4.19,Vintage Digital,Kindle Edition,560,2012,2000,20/09/2020,02/09/2020,"non-fiction, psychology",non-fiction (#109),read,"This book is a masterfully written tour de force of depression, furnished throughout with personal testimonies of many different people. It was a good read, despite being dated and US-centric (I skipped most of the Politics chapter and didn't have enough energy left for the long epilogue!). I particularly enjoyed the chapters on the history and evolution of depression.",,,1,,,0,,,,,
11248203,Double Indemnity,James M. Cain,"Cain, James M.",,,,3,4.1,,Kindle Edition,115,1943,1936,14/09/2020,13/09/2020,fiction,fiction (#163),read,,,,1,,,0,,,,,
